filename,xmin,ymin,xmax,ymax,class
./data/images/000000139334.jpg,209,158,276,214,bird
./data/images/000000139334.jpg,110,279,181,337,bird
./data/images/000000139334.jpg,202,308,277,359,bird
./data/images/000000139334.jpg,283,317,333,354,bird
./data/images/000000139334.jpg,332,320,389,365,bird
./data/images/000000139334.jpg,217,302,300,342,bird
./data/images/000000139334.jpg,267,330,285,347,bird
./data/images/000000139625.jpg,225,42,251,67,bird
./data/images/000000139660.jpg,259,144,390,242,bird
./data/images/000000139858.jpg,205,159,532,301,bird
./data/images/000000139873.jpg,112,211,367,370,bird
./data/images/000000139970.jpg,354,307,382,367,bird
./data/images/000000140292.jpg,9,110,15,116,bird
./data/images/000000140390.jpg,168,291,344,454,bird
./data/images/000000140582.jpg,199,59,313,187,bird
./data/images/000000140582.jpg,125,20,250,177,bird
./data/images/000000140582.jpg,297,28,428,196,bird
./data/images/000000140636.jpg,146,152,344,336,bird
./data/images/000000140636.jpg,287,122,551,402,bird
./data/images/000000140702.jpg,142,275,178,358,bird
./data/images/000000140783.jpg,586,91,595,98,bird
./data/images/000000141003.jpg,158,291,176,301,bird
./data/images/000000141003.jpg,134,290,142,299,bird
./data/images/000000141063.jpg,202,159,378,333,bird
./data/images/000000141063.jpg,66,154,191,371,bird
./data/images/000000141143.jpg,222,369,248,409,bird
./data/images/000000141143.jpg,168,365,199,408,bird
./data/images/000000141143.jpg,92,355,109,385,bird
./data/images/000000141143.jpg,154,374,168,406,bird
./data/images/000000141143.jpg,199,359,222,393,bird
./data/images/000000141143.jpg,242,320,254,345,bird
./data/images/000000141143.jpg,130,340,148,362,bird
./data/images/000000141143.jpg,100,338,110,354,bird
./data/images/000000141143.jpg,94,322,105,344,bird
./data/images/000000141143.jpg,106,323,115,344,bird
./data/images/000000141143.jpg,93,308,102,326,bird
./data/images/000000141143.jpg,279,381,297,421,bird
./data/images/000000141143.jpg,281,329,298,351,bird
./data/images/000000141143.jpg,88,340,97,371,bird
./data/images/000000141143.jpg,111,323,122,353,bird
./data/images/000000141143.jpg,36,57,57,72,bird
./data/images/000000141143.jpg,38,364,54,404,bird
./data/images/000000141143.jpg,39,332,53,359,bird
./data/images/000000141143.jpg,30,348,46,378,bird
./data/images/000000141143.jpg,139,368,153,405,bird
./data/images/000000141143.jpg,1,1,366,400,bird
./data/images/000000141257.jpg,189,259,200,268,bird
./data/images/000000141331.jpg,272,71,292,87,bird
./data/images/000000141331.jpg,539,165,560,179,bird
./data/images/000000141331.jpg,72,352,86,358,bird
./data/images/000000141331.jpg,338,240,357,249,bird
./data/images/000000141331.jpg,334,254,344,260,bird
./data/images/000000141331.jpg,130,238,146,249,bird
./data/images/000000141331.jpg,290,245,301,252,bird
./data/images/000000141331.jpg,302,247,310,253,bird
./data/images/000000141331.jpg,221,242,232,248,bird
./data/images/000000141331.jpg,594,173,611,189,bird
./data/images/000000141331.jpg,279,244,292,252,bird
./data/images/000000141331.jpg,40,256,47,262,bird
./data/images/000000141331.jpg,42,263,52,272,bird
./data/images/000000141460.jpg,228,195,257,237,bird
./data/images/000000141460.jpg,333,197,360,230,bird
./data/images/000000141532.jpg,420,193,432,211,bird
./data/images/000000141532.jpg,290,156,302,163,bird
./data/images/000000141532.jpg,179,201,194,211,bird
./data/images/000000141532.jpg,479,164,485,173,bird
./data/images/000000141532.jpg,89,153,95,157,bird
./data/images/000000141532.jpg,294,197,309,220,bird
./data/images/000000141532.jpg,2,148,10,156,bird
./data/images/000000141532.jpg,100,151,108,156,bird
./data/images/000000141532.jpg,12,150,16,155,bird
./data/images/000000141532.jpg,334,139,337,142,bird
./data/images/000000141648.jpg,414,134,483,253,bird
./data/images/000000141755.jpg,131,263,148,291,bird
./data/images/000000141755.jpg,254,261,276,293,bird
./data/images/000000141755.jpg,281,273,303,300,bird
./data/images/000000141755.jpg,325,261,355,296,bird
./data/images/000000141755.jpg,420,302,449,328,bird
./data/images/000000141873.jpg,293,144,376,355,bird
./data/images/000000141873.jpg,196,138,289,312,bird
./data/images/000000141994.jpg,384,74,396,83,bird
./data/images/000000141994.jpg,332,83,341,86,bird
./data/images/000000141994.jpg,15,106,21,114,bird
./data/images/000000141994.jpg,149,81,156,87,bird
./data/images/000000141994.jpg,49,200,71,209,bird
./data/images/000000142239.jpg,145,119,441,291,bird
./data/images/000000142263.jpg,347,400,367,417,bird
./data/images/000000142263.jpg,309,363,375,392,bird
./data/images/000000142263.jpg,221,319,245,331,bird
./data/images/000000142263.jpg,267,308,298,332,bird
./data/images/000000142263.jpg,291,369,329,406,bird
./data/images/000000142263.jpg,190,368,216,387,bird
./data/images/000000142263.jpg,218,368,244,382,bird
./data/images/000000142263.jpg,125,333,149,357,bird
./data/images/000000142263.jpg,219,297,235,316,bird
./data/images/000000142263.jpg,205,278,221,299,bird
./data/images/000000142263.jpg,212,367,219,379,bird
./data/images/000000142263.jpg,279,391,300,418,bird
./data/images/000000142263.jpg,254,101,280,118,bird
./data/images/000000142263.jpg,127,48,577,479,bird
./data/images/000000142342.jpg,276,88,418,333,bird
./data/images/000000142674.jpg,9,294,44,310,bird
./data/images/000000142941.jpg,87,50,337,629,bird
./data/images/000000142996.jpg,128,53,149,69,bird
./data/images/000000143386.jpg,164,112,169,115,bird
./data/images/000000143386.jpg,129,125,136,128,bird
./data/images/000000143386.jpg,150,108,156,111,bird
./data/images/000000143386.jpg,170,106,177,110,bird
./data/images/000000143386.jpg,202,98,209,103,bird
./data/images/000000143386.jpg,234,96,244,102,bird
./data/images/000000143386.jpg,25,141,33,148,bird
./data/images/000000143386.jpg,101,128,107,133,bird
./data/images/000000143386.jpg,219,96,227,102,bird
./data/images/000000143386.jpg,155,187,157,192,bird
./data/images/000000143386.jpg,170,161,174,165,bird
./data/images/000000143386.jpg,478,132,481,134,bird
./data/images/000000143386.jpg,142,121,148,126,bird
./data/images/000000143386.jpg,49,98,615,233,bird
./data/images/000000143594.jpg,190,164,277,242,bird
./data/images/000000143594.jpg,287,130,382,205,bird
./data/images/000000143758.jpg,100,172,105,182,bird
./data/images/000000143929.jpg,111,152,263,225,bird
./data/images/000000143929.jpg,282,128,433,193,bird
./data/images/000000143929.jpg,223,154,323,279,bird
./data/images/000000143929.jpg,0,203,191,284,bird
./data/images/000000143929.jpg,583,172,639,251,bird
./data/images/000000143929.jpg,379,173,522,225,bird
./data/images/000000143929.jpg,506,171,551,231,bird
./data/images/000000143929.jpg,543,175,592,238,bird
./data/images/000000143929.jpg,231,139,259,174,bird
./data/images/000000144058.jpg,298,299,315,307,bird
./data/images/000000144289.jpg,255,270,368,443,bird
./data/images/000000144620.jpg,385,101,396,109,bird
./data/images/000000144620.jpg,624,152,630,163,bird
./data/images/000000144655.jpg,311,191,563,306,bird
./data/images/000000144655.jpg,66,237,353,388,bird
./data/images/000000144725.jpg,328,55,570,277,bird
./data/images/000000145100.jpg,316,88,552,303,bird
./data/images/000000145179.jpg,541,271,568,296,bird
./data/images/000000145179.jpg,519,288,543,304,bird
./data/images/000000145366.jpg,286,200,398,243,bird
./data/images/000000145366.jpg,331,239,418,308,bird
./data/images/000000145366.jpg,331,150,383,204,bird
./data/images/000000145366.jpg,525,115,613,153,bird
./data/images/000000145366.jpg,102,156,183,184,bird
./data/images/000000145366.jpg,233,146,278,180,bird
./data/images/000000145366.jpg,287,139,315,153,bird
./data/images/000000145366.jpg,166,114,192,135,bird
./data/images/000000145366.jpg,596,239,629,260,bird
./data/images/000000145366.jpg,168,63,175,73,bird
./data/images/000000145366.jpg,314,148,336,168,bird
./data/images/000000145366.jpg,185,178,255,214,bird
./data/images/000000145366.jpg,94,41,115,57,bird
./data/images/000000145366.jpg,509,100,624,132,bird
./data/images/000000145426.jpg,86,60,289,254,bird
./data/images/000000145439.jpg,352,275,430,341,bird
./data/images/000000145567.jpg,303,316,314,323,bird
./data/images/000000145749.jpg,197,203,256,264,bird
./data/images/000000145749.jpg,108,30,144,80,bird
./data/images/000000145749.jpg,51,216,166,287,bird
./data/images/000000145749.jpg,281,194,338,239,bird
./data/images/000000145749.jpg,231,0,279,9,bird
./data/images/000000145845.jpg,573,2,615,37,bird
./data/images/000000146099.jpg,292,44,337,147,bird
./data/images/000000146099.jpg,3,67,65,127,bird
./data/images/000000146099.jpg,0,42,32,104,bird
./data/images/000000146276.jpg,28,540,102,640,bird
./data/images/000000146276.jpg,401,136,462,271,bird
./data/images/000000146332.jpg,171,224,229,280,bird
./data/images/000000146470.jpg,2,49,327,558,bird
./data/images/000000146611.jpg,345,317,376,348,bird
./data/images/000000146887.jpg,322,269,362,397,bird
./data/images/000000146887.jpg,143,479,211,569,bird
./data/images/000000146887.jpg,276,197,326,285,bird
./data/images/000000147094.jpg,222,93,375,201,bird
./data/images/000000147228.jpg,296,200,421,305,bird
./data/images/000000147228.jpg,253,149,359,241,bird
./data/images/000000147228.jpg,45,293,63,325,bird
./data/images/000000147228.jpg,218,137,284,181,bird
./data/images/000000147646.jpg,19,285,26,296,bird
./data/images/000000147675.jpg,335,175,454,250,bird
./data/images/000000147675.jpg,205,78,335,210,bird
./data/images/000000147675.jpg,17,126,145,205,bird
./data/images/000000147675.jpg,138,26,243,194,bird
./data/images/000000147675.jpg,410,230,509,305,bird
./data/images/000000147675.jpg,345,219,393,305,bird
./data/images/000000147921.jpg,59,234,63,237,bird
./data/images/000000147921.jpg,73,241,76,245,bird
./data/images/000000147921.jpg,13,241,17,247,bird
./data/images/000000147921.jpg,26,238,31,241,bird
./data/images/000000147921.jpg,92,240,95,245,bird
./data/images/000000147921.jpg,110,240,113,245,bird
./data/images/000000147921.jpg,128,239,132,245,bird
./data/images/000000148010.jpg,314,91,608,252,bird
./data/images/000000148019.jpg,295,149,318,194,bird
./data/images/000000148019.jpg,124,174,145,215,bird
./data/images/000000148019.jpg,108,217,159,267,bird
./data/images/000000148019.jpg,89,212,117,253,bird
./data/images/000000148019.jpg,322,55,375,107,bird
./data/images/000000148019.jpg,348,304,384,345,bird
./data/images/000000148019.jpg,404,316,411,337,bird
./data/images/000000148114.jpg,327,22,397,40,bird
./data/images/000000148118.jpg,230,196,464,325,bird
./data/images/000000148118.jpg,254,67,482,194,bird
./data/images/000000148309.jpg,165,230,264,310,bird
./data/images/000000148309.jpg,325,131,444,239,bird
./data/images/000000148309.jpg,20,229,115,317,bird
./data/images/000000148309.jpg,153,199,260,283,bird
./data/images/000000148309.jpg,249,237,326,334,bird
./data/images/000000148309.jpg,501,58,612,105,bird
./data/images/000000148309.jpg,258,220,366,316,bird
./data/images/000000148458.jpg,511,97,541,140,bird
./data/images/000000148458.jpg,209,97,289,149,bird
./data/images/000000148458.jpg,250,88,309,138,bird
./data/images/000000148458.jpg,20,77,90,142,bird
./data/images/000000148458.jpg,571,42,602,80,bird
./data/images/000000148458.jpg,385,42,407,67,bird
./data/images/000000148458.jpg,381,20,425,56,bird
./data/images/000000148458.jpg,449,47,475,74,bird
./data/images/000000148458.jpg,507,47,525,62,bird
./data/images/000000148458.jpg,295,100,367,133,bird
./data/images/000000148458.jpg,423,108,478,147,bird
./data/images/000000148458.jpg,428,86,455,104,bird
./data/images/000000148458.jpg,185,68,254,98,bird
./data/images/000000148458.jpg,344,85,404,116,bird
./data/images/000000148458.jpg,271,68,312,96,bird
./data/images/000000148458.jpg,204,82,246,127,bird
./data/images/000000148458.jpg,102,56,153,108,bird
./data/images/000000148458.jpg,52,74,77,112,bird
./data/images/000000148458.jpg,91,52,136,76,bird
./data/images/000000148458.jpg,504,59,547,93,bird
./data/images/000000148458.jpg,377,101,413,117,bird
./data/images/000000148458.jpg,472,106,504,148,bird
./data/images/000000148458.jpg,1,10,579,150,bird
./data/images/000000148474.jpg,241,224,274,247,bird
./data/images/000000148986.jpg,52,355,117,494,bird
./data/images/000000149230.jpg,27,220,35,224,bird
./data/images/000000149230.jpg,38,222,51,227,bird
./data/images/000000149230.jpg,23,213,31,219,bird
./data/images/000000149577.jpg,73,400,316,540,bird
./data/images/000000149738.jpg,128,25,135,29,bird
./data/images/000000149738.jpg,125,72,129,79,bird
./data/images/000000149738.jpg,113,131,119,138,bird
./data/images/000000149738.jpg,130,51,135,58,bird
./data/images/000000149738.jpg,118,108,123,113,bird
./data/images/000000149909.jpg,238,57,336,299,bird
./data/images/000000149915.jpg,354,139,476,266,bird
./data/images/000000149915.jpg,470,174,596,266,bird
./data/images/000000150237.jpg,266,80,327,111,bird
./data/images/000000150237.jpg,415,77,505,164,bird
./data/images/000000150237.jpg,346,35,407,105,bird
./data/images/000000150237.jpg,54,292,131,326,bird
./data/images/000000150237.jpg,283,287,348,328,bird
./data/images/000000150500.jpg,224,11,230,19,bird
./data/images/000000150562.jpg,322,161,426,240,bird
./data/images/000000150867.jpg,146,169,165,191,bird
./data/images/000000150867.jpg,162,134,174,142,bird
./data/images/000000150902.jpg,79,314,170,415,bird
./data/images/000000150902.jpg,26,307,122,389,bird
./data/images/000000150987.jpg,229,61,640,391,bird
./data/images/000000151130.jpg,191,191,568,325,bird
./data/images/000000151130.jpg,25,131,119,242,bird
./data/images/000000151130.jpg,58,143,265,475,bird
./data/images/000000151130.jpg,164,208,377,388,bird
./data/images/000000151192.jpg,435,250,443,254,bird
./data/images/000000151432.jpg,213,261,314,345,bird
./data/images/000000151655.jpg,286,148,297,157,bird
./data/images/000000151655.jpg,126,90,133,100,bird
./data/images/000000151655.jpg,1,127,8,133,bird
./data/images/000000151655.jpg,56,126,62,136,bird
./data/images/000000151848.jpg,178,43,196,85,bird
./data/images/000000151893.jpg,69,269,223,463,bird
./data/images/000000152089.jpg,99,93,432,307,bird
./data/images/000000152099.jpg,82,48,118,116,bird
./data/images/000000152099.jpg,505,106,550,141,bird
./data/images/000000152327.jpg,409,84,564,354,bird
./data/images/000000152388.jpg,112,61,418,180,bird
./data/images/000000152388.jpg,132,303,183,366,bird
./data/images/000000152388.jpg,150,258,324,350,bird
./data/images/000000152458.jpg,157,252,210,342,bird
./data/images/000000152458.jpg,257,277,316,362,bird
./data/images/000000152458.jpg,133,120,288,200,bird
./data/images/000000152458.jpg,163,138,254,175,bird
./data/images/000000152586.jpg,166,50,254,92,bird
./data/images/000000152737.jpg,354,162,597,325,bird
./data/images/000000152789.jpg,153,322,353,449,bird
./data/images/000000152823.jpg,165,98,418,299,bird
./data/images/000000152823.jpg,310,40,618,258,bird
./data/images/000000152823.jpg,117,54,317,238,bird
./data/images/000000152886.jpg,64,404,93,452,bird
./data/images/000000152886.jpg,335,181,344,191,bird
./data/images/000000152886.jpg,337,78,407,170,bird
./data/images/000000152886.jpg,242,400,275,459,bird
./data/images/000000152886.jpg,283,443,326,483,bird
./data/images/000000153092.jpg,24,30,227,331,bird
./data/images/000000153092.jpg,178,290,361,441,bird
./data/images/000000153184.jpg,395,238,528,300,bird
./data/images/000000153184.jpg,203,90,285,201,bird
./data/images/000000153184.jpg,78,104,150,217,bird
./data/images/000000153290.jpg,279,92,337,159,bird
./data/images/000000153604.jpg,302,210,348,241,bird
./data/images/000000153604.jpg,309,259,355,298,bird
./data/images/000000153604.jpg,565,246,613,295,bird
./data/images/000000153604.jpg,452,272,504,321,bird
./data/images/000000153604.jpg,492,198,514,232,bird
./data/images/000000153604.jpg,597,219,639,262,bird
./data/images/000000153604.jpg,8,266,52,322,bird
./data/images/000000153604.jpg,239,262,278,305,bird
./data/images/000000153604.jpg,372,242,400,280,bird
./data/images/000000153604.jpg,413,264,465,300,bird
./data/images/000000153604.jpg,601,294,629,344,bird
./data/images/000000153604.jpg,590,214,631,237,bird
./data/images/000000153604.jpg,116,263,147,306,bird
./data/images/000000153604.jpg,221,176,557,277,bird
./data/images/000000153946.jpg,73,109,131,190,bird
./data/images/000000153946.jpg,313,84,423,228,bird
./data/images/000000154111.jpg,599,136,615,149,bird
./data/images/000000154111.jpg,496,117,507,130,bird
./data/images/000000154111.jpg,548,138,561,149,bird
./data/images/000000154111.jpg,541,128,555,136,bird
./data/images/000000154111.jpg,596,85,617,94,bird
./data/images/000000154111.jpg,556,82,581,100,bird
./data/images/000000154111.jpg,622,136,634,144,bird
./data/images/000000154111.jpg,618,90,631,100,bird
./data/images/000000154111.jpg,512,136,536,149,bird
./data/images/000000154711.jpg,53,144,154,311,bird
./data/images/000000155087.jpg,193,173,505,354,bird
./data/images/000000155777.jpg,68,139,480,408,bird
./data/images/000000155885.jpg,77,269,102,286,bird
./data/images/000000155885.jpg,72,225,91,246,bird
./data/images/000000155885.jpg,454,205,469,219,bird
./data/images/000000155885.jpg,353,195,373,216,bird
./data/images/000000155885.jpg,253,140,284,148,bird
./data/images/000000155885.jpg,322,53,338,63,bird
./data/images/000000155885.jpg,104,290,118,307,bird
./data/images/000000155885.jpg,439,44,447,48,bird
./data/images/000000155885.jpg,118,185,142,195,bird
./data/images/000000155885.jpg,411,197,430,223,bird
./data/images/000000155885.jpg,307,318,320,333,bird
./data/images/000000155885.jpg,300,298,317,313,bird
./data/images/000000155885.jpg,331,309,343,316,bird
./data/images/000000155885.jpg,357,307,372,315,bird
./data/images/000000155885.jpg,192,179,212,190,bird
./data/images/000000155885.jpg,61,8,471,317,bird
./data/images/000000156192.jpg,245,51,260,80,bird
./data/images/000000156192.jpg,367,22,384,51,bird
./data/images/000000156192.jpg,230,38,264,57,bird
./data/images/000000156276.jpg,320,560,329,572,bird
./data/images/000000156410.jpg,425,131,463,144,bird
./data/images/000000156467.jpg,318,178,383,339,bird
./data/images/000000156727.jpg,597,343,611,353,bird
./data/images/000000156727.jpg,356,330,371,340,bird
./data/images/000000156727.jpg,171,335,182,350,bird
./data/images/000000156727.jpg,445,334,460,345,bird
./data/images/000000156727.jpg,635,349,640,356,bird
./data/images/000000156727.jpg,56,313,63,321,bird
./data/images/000000156751.jpg,46,91,566,631,bird
./data/images/000000156751.jpg,116,255,288,342,bird
./data/images/000000156751.jpg,459,256,578,464,bird
./data/images/000000156751.jpg,501,386,640,495,bird
./data/images/000000156751.jpg,540,279,640,402,bird
./data/images/000000156858.jpg,195,139,425,368,bird
./data/images/000000156974.jpg,63,427,103,465,bird
./data/images/000000156974.jpg,101,452,128,479,bird
./data/images/000000156974.jpg,220,394,234,404,bird
./data/images/000000156974.jpg,183,397,194,405,bird
./data/images/000000157037.jpg,270,38,314,63,bird
./data/images/000000157037.jpg,377,41,432,90,bird
./data/images/000000157037.jpg,270,114,307,143,bird
./data/images/000000157037.jpg,297,184,367,217,bird
./data/images/000000157037.jpg,223,247,273,292,bird
./data/images/000000157037.jpg,346,125,380,170,bird
./data/images/000000157037.jpg,333,109,387,130,bird
./data/images/000000157037.jpg,301,39,332,59,bird
./data/images/000000157037.jpg,381,4,402,21,bird
./data/images/000000157037.jpg,352,96,401,115,bird
./data/images/000000157037.jpg,328,12,373,30,bird
./data/images/000000157037.jpg,322,9,338,19,bird
./data/images/000000157037.jpg,77,0,463,177,bird
./data/images/000000157112.jpg,323,181,330,185,bird
./data/images/000000157112.jpg,364,204,369,206,bird
./data/images/000000157435.jpg,1,84,299,328,bird
./data/images/000000158250.jpg,180,63,337,330,bird
./data/images/000000158254.jpg,435,212,465,257,bird
./data/images/000000158254.jpg,470,203,496,243,bird
./data/images/000000158254.jpg,511,182,538,223,bird
./data/images/000000158254.jpg,67,183,114,223,bird
./data/images/000000158362.jpg,362,18,387,36,bird
./data/images/000000158556.jpg,335,172,390,255,bird
./data/images/000000158694.jpg,299,364,304,372,bird
./data/images/000000158694.jpg,209,338,214,348,bird
./data/images/000000158694.jpg,253,365,263,376,bird
./data/images/000000158694.jpg,357,333,368,343,bird
./data/images/000000158694.jpg,330,344,339,353,bird
./data/images/000000158694.jpg,126,400,140,415,bird
./data/images/000000158694.jpg,98,391,109,402,bird
./data/images/000000158694.jpg,74,395,83,405,bird
./data/images/000000158694.jpg,311,373,317,380,bird
./data/images/000000158694.jpg,56,405,69,417,bird
./data/images/000000158694.jpg,476,334,480,341,bird
./data/images/000000158869.jpg,185,224,361,342,bird
./data/images/000000158883.jpg,43,255,53,269,bird
./data/images/000000158883.jpg,354,176,367,190,bird
./data/images/000000158883.jpg,245,144,250,151,bird
./data/images/000000158883.jpg,82,144,93,150,bird
./data/images/000000158883.jpg,91,140,99,145,bird
./data/images/000000158883.jpg,188,139,200,152,bird
./data/images/000000158883.jpg,117,142,123,153,bird
./data/images/000000158883.jpg,64,263,77,271,bird
./data/images/000000158883.jpg,50,164,57,175,bird
./data/images/000000159066.jpg,184,273,535,480,bird
./data/images/000000159196.jpg,288,208,326,244,bird
./data/images/000000159421.jpg,62,97,306,334,bird
./data/images/000000159561.jpg,322,228,454,313,bird
./data/images/000000160014.jpg,123,129,141,175,bird
./data/images/000000160290.jpg,61,148,79,156,bird
./data/images/000000160290.jpg,575,312,578,317,bird
./data/images/000000160626.jpg,604,311,618,319,bird
./data/images/000000160626.jpg,136,248,140,253,bird
./data/images/000000160653.jpg,160,390,321,503,bird
./data/images/000000160661.jpg,199,4,530,292,bird
./data/images/000000160671.jpg,330,386,390,596,bird
./data/images/000000160822.jpg,497,273,517,285,bird
./data/images/000000161022.jpg,418,141,426,146,bird
./data/images/000000161022.jpg,222,277,236,293,bird
./data/images/000000161022.jpg,606,59,620,76,bird
./data/images/000000161022.jpg,403,225,418,242,bird
./data/images/000000161022.jpg,318,194,330,208,bird
./data/images/000000161022.jpg,300,208,312,223,bird
./data/images/000000161022.jpg,309,297,319,311,bird
./data/images/000000161022.jpg,396,175,405,178,bird
./data/images/000000161022.jpg,445,225,460,246,bird
./data/images/000000161022.jpg,457,246,466,249,bird
./data/images/000000161022.jpg,597,153,606,159,bird
./data/images/000000161022.jpg,486,96,499,104,bird
./data/images/000000161022.jpg,244,111,258,132,bird
./data/images/000000161022.jpg,11,31,632,394,bird
./data/images/000000161266.jpg,222,275,340,336,bird
./data/images/000000161266.jpg,323,320,434,387,bird
./data/images/000000161266.jpg,34,164,141,222,bird
./data/images/000000161266.jpg,420,172,529,219,bird
./data/images/000000161266.jpg,469,121,583,181,bird
./data/images/000000161266.jpg,196,95,201,102,bird
./data/images/000000161266.jpg,229,90,237,96,bird
./data/images/000000161266.jpg,373,79,381,89,bird
./data/images/000000161278.jpg,224,192,363,344,bird
./data/images/000000161278.jpg,81,296,159,444,bird
./data/images/000000161312.jpg,121,316,127,321,bird
./data/images/000000161312.jpg,169,314,175,319,bird
./data/images/000000161312.jpg,379,310,389,317,bird
./data/images/000000161312.jpg,302,312,313,318,bird
./data/images/000000161312.jpg,311,312,329,318,bird
./data/images/000000161312.jpg,330,309,354,317,bird
./data/images/000000161312.jpg,407,313,412,317,bird
./data/images/000000161312.jpg,220,313,226,318,bird
./data/images/000000161312.jpg,155,315,159,320,bird
./data/images/000000161312.jpg,207,315,210,318,bird
./data/images/000000161312.jpg,182,316,187,318,bird
./data/images/000000161312.jpg,187,316,193,319,bird
./data/images/000000161312.jpg,131,71,544,323,bird
./data/images/000000161386.jpg,245,84,278,112,bird
./data/images/000000161386.jpg,219,88,240,111,bird
./data/images/000000161470.jpg,288,92,425,233,bird
./data/images/000000161762.jpg,203,311,243,349,bird
./data/images/000000161762.jpg,351,296,389,329,bird
./data/images/000000161762.jpg,280,309,304,349,bird
./data/images/000000161762.jpg,266,303,305,338,bird
./data/images/000000162023.jpg,224,157,285,277,bird
./data/images/000000162023.jpg,316,140,407,195,bird
./data/images/000000162023.jpg,74,49,159,113,bird
./data/images/000000162462.jpg,408,160,417,177,bird
./data/images/000000162462.jpg,225,119,235,139,bird
./data/images/000000162491.jpg,163,210,438,387,bird
./data/images/000000162503.jpg,203,205,289,351,bird
./data/images/000000162682.jpg,180,135,301,224,bird
./data/images/000000162682.jpg,48,139,148,208,bird
./data/images/000000162682.jpg,323,145,408,227,bird
./data/images/000000162880.jpg,17,4,500,358,bird
./data/images/000000163020.jpg,96,104,245,227,bird
./data/images/000000163106.jpg,114,164,198,277,bird
./data/images/000000163106.jpg,22,251,122,272,bird
./data/images/000000163106.jpg,143,180,171,252,bird
./data/images/000000163250.jpg,118,44,484,374,bird
./data/images/000000163460.jpg,299,54,497,421,bird
./data/images/000000163546.jpg,332,137,382,161,bird
./data/images/000000163546.jpg,310,190,341,198,bird
./data/images/000000163546.jpg,454,152,495,174,bird
./data/images/000000163546.jpg,336,183,377,190,bird
./data/images/000000163546.jpg,377,168,421,178,bird
./data/images/000000163546.jpg,418,165,457,183,bird
./data/images/000000163546.jpg,369,178,405,188,bird
./data/images/000000163546.jpg,281,193,312,199,bird
./data/images/000000163908.jpg,255,89,380,421,bird
./data/images/000000164104.jpg,116,173,199,268,bird
./data/images/000000164114.jpg,411,15,467,57,bird
./data/images/000000164287.jpg,324,34,627,305,bird
./data/images/000000164638.jpg,369,441,424,481,bird
./data/images/000000164680.jpg,74,164,82,176,bird
./data/images/000000164935.jpg,149,182,281,264,bird
./data/images/000000164935.jpg,382,163,477,274,bird
./data/images/000000164997.jpg,83,126,437,426,bird
./data/images/000000165105.jpg,218,173,460,276,bird
./data/images/000000165621.jpg,358,222,531,331,bird
./data/images/000000165621.jpg,66,210,173,304,bird
./data/images/000000165621.jpg,338,221,389,246,bird
./data/images/000000165621.jpg,400,209,512,270,bird
./data/images/000000165621.jpg,162,216,213,246,bird
./data/images/000000165621.jpg,404,216,463,246,bird
./data/images/000000165621.jpg,312,216,363,242,bird
./data/images/000000165621.jpg,12,206,59,227,bird
./data/images/000000165621.jpg,220,219,267,244,bird
./data/images/000000165621.jpg,314,207,352,219,bird
./data/images/000000165621.jpg,58,205,97,227,bird
./data/images/000000165621.jpg,77,212,125,237,bird
./data/images/000000165621.jpg,129,216,142,227,bird
./data/images/000000165798.jpg,201,185,258,277,bird
./data/images/000000165798.jpg,301,228,375,325,bird
./data/images/000000165798.jpg,377,108,471,167,bird
./data/images/000000165798.jpg,169,121,255,183,bird
./data/images/000000165798.jpg,364,247,463,277,bird
./data/images/000000165798.jpg,502,206,574,306,bird
./data/images/000000165798.jpg,45,150,154,235,bird
./data/images/000000165798.jpg,1,136,63,211,bird
./data/images/000000165798.jpg,506,126,546,159,bird
./data/images/000000165798.jpg,124,172,211,204,bird
./data/images/000000166508.jpg,337,203,495,316,bird
./data/images/000000166569.jpg,262,191,366,293,bird
./data/images/000000166967.jpg,134,56,191,107,bird
./data/images/000000166967.jpg,117,96,140,108,bird
./data/images/000000167045.jpg,207,55,242,97,bird
./data/images/000000167084.jpg,283,251,292,264,bird
./data/images/000000167084.jpg,277,255,281,268,bird
./data/images/000000167621.jpg,382,227,403,242,bird
./data/images/000000167755.jpg,565,230,595,258,bird
./data/images/000000167810.jpg,326,142,561,260,bird
./data/images/000000167810.jpg,34,158,365,265,bird
./data/images/000000168289.jpg,287,350,383,410,bird
./data/images/000000168416.jpg,292,236,444,319,bird
./data/images/000000168574.jpg,136,123,499,372,bird
./data/images/000000168662.jpg,205,262,248,315,bird
./data/images/000000168978.jpg,218,98,227,105,bird
./data/images/000000169035.jpg,376,244,429,321,bird
./data/images/000000169282.jpg,187,84,329,326,bird
./data/images/000000169282.jpg,445,105,549,371,bird
./data/images/000000169535.jpg,484,128,517,149,bird
./data/images/000000169575.jpg,467,92,520,124,bird
./data/images/000000169575.jpg,58,195,187,231,bird
./data/images/000000169575.jpg,0,227,76,348,bird
./data/images/000000169855.jpg,74,58,394,508,bird
./data/images/000000170253.jpg,109,50,424,632,bird
./data/images/000000170788.jpg,108,102,200,250,bird
./data/images/000000170788.jpg,188,83,282,242,bird
./data/images/000000170788.jpg,261,90,343,231,bird
./data/images/000000170788.jpg,331,75,425,220,bird
./data/images/000000170788.jpg,414,84,543,223,bird
./data/images/000000170835.jpg,608,410,627,429,bird
./data/images/000000170849.jpg,147,257,215,308,bird
./data/images/000000170849.jpg,282,145,371,266,bird
./data/images/000000170849.jpg,454,75,562,166,bird
